02/04/2010 	4.278 	5.4	3.5 	5.9 	06	-35.66 	-72.67 	29.03
03/04/2010 	4.291 	4.4	4.1 	4.6 	03	-34.69 	-72.12 	33.97
04/04/2010 	3.924 	4.4	3.5 	4.8 	06	-31.39 	-71.21 	36.00
05/04/2010 	3.911 	5.4	3.8 	5.8 	03	-29.82 	-70.91 	81.03
06/04/2010 	4.124 	4.6	3.3 	4.9 	07	-34.58 	-72.30 	28.70
07/04/2010 	2.811 	5.0	2.4 	5.4 	08	-32.45 	-71.78 	32.90
08/04/2010 	3.950 	5.1	3.3 	5.5 	07	-33.66 	-71.86 	40.53
09/04/2010 	5.147 	5.6	4.9 	5.8 	02	-33.46 	-71.12 	64.25
10/04/2010 	3.937 	4.9	3.6 	5.8 	06	-33.07 	-71.62 	52.33
11/04/2010 	4.647 	5.1	4.4 	5.3 	02	-33.88 	-72.04 	18.95
12/04/2010 	3.704 	4.7	2.9 	4.9 	05	-35.77 	-72.48 	39.60
13/04/2010 	3.918 	4.4	3.4 	4.7 	05	-35.01 	-72.41 	33.72
14/04/2010 	3.153 	4.6	2.7 	4.7 	03	-34.41 	-72.10 	26.17
15/04/2010 	3.289 	4.5	2.7 	4.7 	08	-35.37 	-72.22 	34.17
16/04/2010 	3.529 	5.2	2.8 	5.6 	09	-34.46 	-72.70 	42.78
17/04/2010 	4.589 	5.0	4.1 	5.6 	06	-36.98 	-73.36 	29.40
18/04/2010 	3.390 	5.0	3.3 	5.1 	02	-35.82 	-73.17 	25.55
19/04/2010 	4.560 	5.0	4.2 	5.4 	03	-35.23 	-72.90 	22.47
20/04/2010 	3.447 	4.6	2.3 	4.8 	07	-35.44 	-72.49 	28.33
21/04/2010 	4.143 	4.3	3.8 	4.6 	04	-34.19 	-72.64 	30.15
22/04/2010 	3.878 	4.2	3.6 	4.7 	06	-35.28 	-72.49 	21.17
23/04/2010 	3.938 	5.8	3.5 	6.2 	04	-27.21 	-71.20 	88.10
24/04/2010 	4.128 	4.4	3.9 	4.6 	02	-34.21 	-71.72 	37.25
25/04/2010 	4.793 	4.8	4.7 	4.9 	03	-37.03 	-73.36 	38.10
26/04/2010 	3.893 	4.9	3.4 	5.0 	03	-36.00 	-72.72 	36.90
27/04/2010 	3.391 	4.5	3.0 	4.8 	03	-34.50 	-71.95 	25.17
28/04/2010 	3.634 	4.5	3.0 	5.2 	06	-32.37 	-71.75 	27.40
29/04/2010 	3.233 	4.7	2.6 	5.2 	07	-35.59 	-72.54 	29.34
30/04/2010 	4.400 	4.4	4.4 	4.4 	01	-37.90 	-73.09 	29.30
01/05/2010 	3.480 	5.1	2.6 	5.3 	05	-34.13 	-72.40 	38.16
02/05/2010 	3.657 	4.9	3.3 	5.8 	06	-34.40 	-72.06 	29.50
03/05/2010 	3.682 	5.1	3.2 	6.4 	14	-35.45 	-72.72 	26.69
04/05/2010 	3.582 	5.3	2.7 	5.4 	05	-31.35 	-71.36 	49.02
05/05/2010 	3.532 	6.7	2.9 	6.5 	05	-29.41 	-71.56 	52.16
06/05/2010 	3.827 	4.4	3.0 	4.8 	07	-30.14 	-71.88 	34.99
07/05/2010 	3.400 	3.4	3.4 	3.4 	01	-30.64 	-71.42 	56.60
08/05/2010 	5.100 	5.1	5.1 	5.1 	01	-33.99 	-72.14 	36.50
09/05/2010 	3.874 	4.8	3.1 	5.2 	06	-35.16 	-72.44 	35.27
10/05/2010 	4.500 	4.5	4.5 	4.5 	01	-35.11 	-71.92 	43.70
11/05/2010 	4.304 	4.8	4.1 	5.2 	03	-35.81 	-72.78 	19.63
12/05/2010 	5.200 	5.2	5.2 	5.2 	01	-35.10 	-72.99 	37.40
13/05/2010 	3.680 	4.6	3.1 	5.2 	08	-32.48 	-71.88 	36.50
14/05/2010 	3.800 	3.8	3.8 	3.8 	01	-35.30 	-72.06 	38.30
15/05/2010 	4.018 	4.5	3.6 	4.8 	03	-35.25 	-72.23 	33.83
16/05/2010 	4.300 	4.3	4.3 	4.3 	01	-37.67 	-73.37 	68.00
17/05/2010 	3.515 	4.7	3.0 	5.1 	06	-35.96 	-72.77 	28.75
18/05/2010 	4.140 	4.9	3.9 	5.1 	02	-28.55 	-70.47 	71.00
19/05/2010 	4.255 	4.7	3.7 	5.0 	04	-35.07 	-72.62 	18.62
20/05/2010 	3.928 	4.1	3.7 	4.3 	05	-29.99 	-71.35 	35.10
21/05/2010 	3.447 	5.7	3.5 	5.6 	02	-28.37 	-71.12 	22.10
22/05/2010 	4.140 	4.5	3.9 	4.7 	02	-28.32 	-71.08 	35.15
23/05/2010 	4.318 	4.3	4.2 	4.5 	03	-35.64 	-72.46 	34.30
24/05/2010 	4.006 	4.9	3.6 	5.4 	07	-35.13 	-72.20 	37.69
25/05/2010 	4.487 	5.6	4.3 	5.8 	02	-36.22 	-72.44 	47.20
26/05/2010 	3.638 	4.3	3.1 	4.8 	05	-35.29 	-72.02 	38.60
27/05/2010 	1.313 	5.3	1.7 	5.3 	04	-31.99 	-72.19 	21.17
28/05/2010 	2.940 	4.7	2.5 	4.8 	05	-34.52 	-71.99 	19.44
29/05/2010 	4.887 	5.0	4.7 	5.2 	02	-35.69 	-72.55 	36.35
30/05/2010 	3.240 	3.6	3.0 	3.8 	02	-34.33 	-71.60 	42.40
31/05/2010 	3.791 	3.9	3.6 	4.1 	03	-34.75 	-71.82 	31.33
01/06/2010 	3.830 	5.0	3.2 	5.7 	06	-35.58 	-72.69 	25.68
02/06/2010 	4.300 	4.3	4.3 	4.3 	01	-34.34 	-72.10 	12.10
03/06/2010 	3.710 	4.3	3.1 	4.5 	04	-35.31 	-72.28 	40.32
04/06/2010 	2.842 	3.7	2.3 	4.2 	05	-34.63 	-72.02 	17.36
05/06/2010 	3.888 	4.4	3.6 	5.1 	08	-32.87 	-71.97 	39.03
06/06/2010 	4.068 	4.4	3.9 	4.9 	04	-34.45 	-72.05 	30.00
07/06/2010 	3.800 	3.8	3.8 	3.8 	01	-34.69 	-71.85 	15.00
08/06/2010 	4.547 	4.6	4.5 	4.6 	02	-35.00 	-72.25 	27.35
09/06/2010 	3.220 	4.8	3.1 	5.2 	03	-26.99 	-70.55 	53.20
10/06/2010 	3.870 	4.4	3.5 	5.0 	05	-32.65 	-71.54 	49.80
11/06/2010 	4.318 	4.8	3.9 	5.1 	03	-31.00 	-71.59 	33.27
12/06/2010 	4.090 	4.1	4.0 	4.2 	02	-34.76 	-72.03 	30.00
13/06/2010 	3.150 	3.6	2.9 	3.9 	02	-35.78 	-72.38 	24.20
14/06/2010 	4.206 	4.5	3.9 	5.0 	05	-32.05 	-71.66 	34.08
15/06/2010 	4.800 	4.8	4.8 	4.8 	01	-34.88 	-71.86 	40.10
16/06/2010 	3.251 	5.1	2.8 	5.7 	06	-33.47 	-71.93 	50.52
17/06/2010 	3.984 	4.1	3.7 	4.4 	03	-35.33 	-72.52 	32.23
18/06/2010 	3.728 	4.0	3.5 	4.2 	02	-35.27 	-72.58 	31.60
19/06/2010 	5.200 	5.2	5.2 	5.2 	01	-38.07 	-73.50 	41.80
20/06/2010 	4.227 	4.3	4.1 	4.4 	02	-35.21 	-72.41 	22.20
21/06/2010 	3.813 	4.2	3.6 	4.6 	03	-30.23 	-71.52 	23.37
22/06/2010 	4.102 	4.7	3.6 	4.9 	05	-32.73 	-71.53 	48.10
23/06/2010 	4.400 	4.4	4.4 	4.4 	01	-35.26 	-72.44 	38.80
24/06/2010 	5.247 	5.3	5.2 	5.3 	02	-28.06 	-71.63 	75.90
25/06/2010 	4.547 	5.0	4.3 	5.2 	02	-35.02 	-72.54 	31.10
26/06/2010 	5.500 	5.5	5.5 	5.5 	01	-19.11 	-69.63 	105.90
27/06/2010 	4.283 	5.0	3.8 	5.8 	07	-36.29 	-73.12 	27.36
28/06/2010 	3.915 	5.1	3.8 	6.1 	06	-30.94 	-71.61 	38.93
29/06/2010 	4.050 	4.5	3.8 	4.8 	02	-36.44 	-73.62 	14.05
30/06/2010 	3.404 	5.1	3.0 	5.2 	03	-31.29 	-71.41 	59.63
01/07/2010 	4.764 	5.2	4.6 	5.6 	03	-36.67 	-73.33 	32.60
02/07/2010 	4.547 	5.0	4.3 	5.2 	02	-36.09 	-72.44 	44.90
03/07/2010 	2.800 	2.8	2.8 	2.8 	01	-37.02 	-72.77 	26.90
04/07/2010 	4.190 	4.2	4.1 	4.3 	02	-36.56 	-72.67 	30.25
05/07/2010 	4.400 	4.4	4.4 	4.4 	01	-38.17 	-73.39 	9.90
06/07/2010 	4.453 	4.9	4.3 	5.4 	03	-36.19 	-72.58 	30.63
07/07/2010 	3.650 	4.2	3.4 	4.6 	05	-35.31 	-72.71 	24.80
08/07/2010 	4.003 	4.4	3.8 	5.0 	04	-30.85 	-71.55 	24.67
09/07/2010 	4.200 	4.2	4.2 	4.2 	01	-36.99 	-73.04 	33.00
11/07/2010 	3.627 	6.3	3.8 	6.1 	02	-27.85 	-70.15 	70.15
12/07/2010 	4.248 	4.3	4.2 	4.3 	02	-37.67 	-73.39 	20.70
13/07/2010 	4.127 	5.0	3.9 	5.2 	02	-30.91 	-71.02 	58.15
14/07/2010 	4.908 	5.7	4.4 	6.6 	10	-37.71 	-73.60 	29.91
15/07/2010 	4.458 	5.1	4.0 	5.4 	05	-32.32 	-72.02 	56.66
16/07/2010 	4.322 	4.6	3.7 	4.8 	05	-36.61 	-73.07 	33.28
17/07/2010 	4.302 	5.3	3.9 	6.0 	05	-33.36 	-71.84 	51.94
18/07/2010 	5.000 	5.0	5.0 	5.0 	02	-28.92 	-72.16 	29.30
20/07/2010 	4.280 	4.9	4.2 	5.4 	03	-37.62 	-73.69 	29.47
21/07/2010 	5.300 	5.3	5.3 	5.3 	01	-23.60 	-69.47 	91.80
22/07/2010 	4.010 	4.2	3.8 	4.4 	02	-29.77 	-71.71 	35.25
23/07/2010 	4.027 	4.9	3.8 	5.1 	02	-35.71 	-72.74 	7.35
24/07/2010 	4.800 	4.8	4.8 	4.8 	01	-34.01 	-72.31 	23.50
26/07/2010 	3.770 	5.3	3.7 	6.2 	05	-28.60 	-70.59 	73.38
27/07/2010 	4.238 	4.3	4.1 	4.4 	04	-34.59 	-71.96 	31.73
29/07/2010 	4.011 	4.5	3.7 	5.0 	06	-34.62 	-71.84 	71.23
30/07/2010 	3.952 	4.4	3.7 	5.1 	05	-34.77 	-71.94 	29.68
31/07/2010 	3.128 	3.2	3.0 	3.6 	08	-34.70 	-72.28 	23.11
01/08/2010 	3.548 	4.1	3.1 	4.9 	16	-33.76 	-72.38 	32.32
02/08/2010 	3.759 	4.1	3.2 	4.4 	07	-36.03 	-72.97 	30.59
03/08/2010 	3.691 	4.2	3.3 	5.2 	12	-32.45 	-72.16 	44.18
04/08/2010 	3.283 	4.6	3.0 	5.6 	12	-32.14 	-71.35 	58.16
05/08/2010 	3.410 	4.9	2.6 	6.1 	27	-34.03 	-72.70 	37.39
06/08/2010 	3.298 	4.2	3.1 	5.2 	11	-34.36 	-72.54 	27.85
07/08/2010 	3.578 	4.1	3.1 	4.9 	10	-31.09 	-71.56 	49.43
08/08/2010 	3.402 	4.1	3.0 	4.9 	13	-30.71 	-71.54 	55.16
09/08/2010 	3.736 	4.7	3.0 	5.4 	11	-35.39 	-72.60 	42.15
10/08/2010 	3.722 	4.1	3.1 	4.9 	12	-29.34 	-70.71 	47.37
11/08/2010 	3.309 	3.7	3.0 	4.4 	16	-32.39 	-71.90 	37.79
12/08/2010 	2.957 	3.9	1.4 	3.9 	11	-33.46 	-71.84 	46.62
13/08/2010 	3.464 	4.2	3.0 	4.9 	12	-32.57 	-71.57 	59.09
14/08/2010 	3.461 	4.0	3.0 	4.9 	18	-29.12 	-70.05 	70.18
15/08/2010 	3.252 	4.3	2.9 	5.5 	25	-32.65 	-71.14 	59.65
16/08/2010 	3.382 	3.9	3.0 	4.9 	24	-31.35 	-71.44 	60.35
17/08/2010 	3.325 	4.0	2.6 	4.8 	19	-33.22 	-71.84 	40.71
18/08/2010 	3.261 	3.8	3.0 	4.9 	17	-33.46 	-72.10 	33.64
19/08/2010 	3.542 	3.9	3.0 	4.5 	10	-32.91 	-71.76 	39.82
20/08/2010 	3.321 	3.7	2.8 	4.5 	17	-33.14 	-71.86 	37.84
21/08/2010 	3.287 	4.3	3.0 	5.4 	14	-30.31 	-71.19 	62.29
22/08/2010 	3.306 	3.9	3.0 	4.9 	14	-29.35 	-70.81 	66.99
23/08/2010 	3.359 	3.7	2.9 	4.2 	13	-30.77 	-70.66 	73.42
24/08/2010 	3.306 	4.1	3.0 	5.2 	10	-30.40 	-71.77 	44.62
25/08/2010 	3.638 	4.4	2.8 	5.2 	17	-31.25 	-71.33 	42.20
26/08/2010 	3.368 	3.5	3.1 	4.0 	08	-30.85 	-70.43 	78.14
27/08/2010 	3.560 	3.8	3.2 	4.2 	10	-29.70 	-70.87 	70.34
28/08/2010 	3.452 	3.8	3.0 	4.2 	12	-32.59 	-71.59 	44.95
29/08/2010 	3.467 	4.3	3.0 	5.2 	21	-30.00 	-71.05 	73.12
30/08/2010 	3.368 	3.7	3.0 	4.6 	11	-27.11 	-70.51 	78.19
31/08/2010 	3.388 	3.9	3.1 	4.7 	08	-32.21 	-71.91 	40.77
01/09/2010 	3.460 	4.4	3.0 	5.2 	15	-31.86 	-71.52 	43.25
02/09/2010 	3.432 	3.6	3.0 	4.2 	11	-32.39 	-71.00 	68.62
03/09/2010 	3.495 	4.7	2.7 	5.1 	14	-31.19 	-71.17 	83.99
04/09/2010 	3.439 	3.8	3.1 	4.2 	06	-28.67 	-70.18 	91.40
05/09/2010 	3.371 	4.2	3.0 	5.4 	17	-31.03 	-71.58 	52.13
06/09/2010 	3.163 	4.1	3.0 	5.2 	09	-27.14 	-69.89 	101.92
07/09/2010 	3.360 	3.9	2.6 	4.7 	14	-33.14 	-71.50 	60.06
08/09/2010 	3.404 	4.2	3.0 	5.1 	11	-28.67 	-70.52 	81.11
09/09/2010 	2.573 	5.8	3.2 	6.0 	03	-26.90 	-70.59 	93.77
